ID 	How_often	Work_Din	Aperitif	Rom_Din	Spec_Occ	Place	Reasons	Meaning	Percept	Pl_Origin	W_Brand	Price	Pack	Quality	Info_lab	Sal_rec	F_rec	Provenance	Tech_inf	D_taste	Fbsw	Brand	History	Loyalty	Unloyal	List_Adv	G_info	Fr_rec	M_C_P	M_C_I_P	Know_it	Tried_w	Why_it_w	J_I_P	IT_Vs_Am	Dryness	Sweet	Oak	Fruity	Still	Spark	Red	White	D_of_B	Today	Age	Sex	Ed_level	City	Area 	Urb_rur	Home_con	Sp_occ	Gift	Format	It_brands	Job
109	6	4	5	5	5	1	1	2	2	4	2	3	1	3	1	1	2	4	3	3	3	3	3	2	4	2	2	2	2	2	1	1	2	1	1	3	1	1	2	5	3	3	5	25/11/1966	04/06/2014	48	2	4	55	6	1	2	3	3	1	1	1
110	6	3	5	5	5	1	1	2	2	4	3	3	3	4	4	3	5	3	4	2	3	4	3	4	2	2	1	4	1	1	1	1	3	2	1	4	1	4	2	5	2	5	3	25/9/1973	04/06/2014	41	1	3	22	7	1	1	3	3	1	2	3
111	6	5	5	5	5	1	1	2	2	4	3	3	3	5	2	3	4	4	3	5	3	5	5	1	5	3	4	3	1	1	1	1	1	3	2	4	1	3	5	5	2	5	4	7/9/1973	04/06/2014	41	2	3	42	8	1	3	3	3	1	1	1
112	3	2	5	5	5	1	1	2	2	4	2	4	3	5	5	4	4	3	3	4	4	2	5	1	3	4	4	2	3	5	1	1	5	1	2	3	4	1	4	5	3	5	3	15/8/1985	04/06/2014	29	2	3	10	3	2	1	2	3	1	1	8
113	6	1	5	5	5	1	1	2	2	4	4	3	3	4	3	3	3	4	2	3	3	3	3	3	3	2	2	2	3	1	1	1	1	1	1	4	2	4	3	5	3	5	4	23/4/1954	04/06/2014	60	1	3	34	9	1	1	2	2	1	1	3
114	3	5	5	5	5	4	4	4	2	1	1	5	1	3	1	4	3	1	1	1	1	1	1	5	5	4	5	5	3	5	2	1	2	1	1	5	3	4	2	4	4	4	4	11/9/1981	04/06/2014	33	1	2	19	3	1	1	1	1	1	2	3
115	6	5	5	5	5	1	1	2	2	4	3	4	4	4	3	4	4	4	3	4	3	3	3	1	5	4	1	3	1	1	1	1	3	1	2	5	3	1	2	4	5	3	5	22/2/1962	04/06/2014	52	2	2	43	2	1	1	2	3	1	1	3
116	6	5	5	5	5	1	1	2	2	2	1	5	1	4	1	1	3	4	1	2	3	2	2	2	3	1	2	4	3	2	2	1	2	3	1	2	3	3	3	2	3	4	5	12/4/1974	04/06/2014	40	2	3	79	5	1	1	2	3	1	1	7
117	3	5	5	5	5	1	3	2	2	2	2	5	2	3	2	4	4	2	4	5	5	4	2	3	5	5	2	5	3	5	2	1	1	3	1	2	5	2	5	5	2	5	3	20/3/1986	04/06/2014	28	1	3	19	3	1	2	3	3	1	5	4
118	6	5	5	5	5	2	1	2	2	4	3	5	4	4	2	4	4	4	1	3	4	2	2	1	5	5	1	5	3	1	1	1	1	3	2	5	1	1	3	5	5	5	5	20/4/1961	04/06/2014	53	2	4	3	3	1	1	3	2	1	1	1
119	6	3	5	5	5	1	1	2	2	4	2	4	1	5	5	5	4	3	5	5	5	2	5	1	5	4	1	5	3	5	1	1	3	2	1	2	3	2	5	5	5	5	3	22/1/1987	04/06/2014	27	2	3	3	3	1	1	2	1	1	1	3
120	3	5	3	5	5	1	1	2	2	4	4	5	3	5	3	5	5	4	3	4	4	3	3	1	5	5	1	5	1	3	2	1	5	3	1	4	1	4	4	5	3	5	3	5/4/1963	04/06/2014	51	1	4	19	3	1	1	3	2	1	2	2
121	6	2	5	5	5	2	1	4	2	4	4	4	4	5	4	3	3	4	4	3	3	4	4	1	5	4	3	4	3	1	1	1	1	1	2	4	1	3	4	5	5	5	2	10/6/1968	04/06/2014	46	2	3	38	3	1	1	3	3	1	2	1
122	3	2	3	4	5	4	2	2	2	3	1	3	1	4	5	4	1	4	5	5	5	5	5	1	5	3	5	1	3	1	1	1	1	2	2	3	3	2	2	4	3	3	3	18/7/1955	04/06/2014	59	1	4	3	3	1	2	2	2	1	1	3
123	3	2	2	4	5	1	1	2	2	5	3	5	2	3	4	3	4	5	4	3	3	4	4	4	2	3	2	4	3	2	1	1	2	3	2	3	3	5	5	5	1	5	5	22/11/1950	04/06/2014	64	2	4	32	3	1	1	2	2	1	6	1
124	3	1	5	5	5	1	1	2	2	5	1	4	3	5	2	3	5	4	4	4	3	1	1	3	3	3	1	5	3	4	1	1	1	1	2	1	3	2	3	5	5	5	3	4/11/1976	04/06/2014	38	2	3	19	3	1	1	2	2	1	6	1
125	6	3	5	5	5	1	1	2	2	2	1	4	1	5	3	3	4	2	3	3	3	2	1	3	3	3	2	5	1	5	1	1	2	3	2	1	1	4	3	4	4	3	5	24/7/1978	04/06/2014	36	2	5	14	6	1	1	3	3	1	1	3
126	6	3	5	5	5	1	1	1	2	3	1	5	4	5	1	1	5	4	1	5	5	2	3	1	5	2	1	4	3	1	1	1	2	1	2	1	1	4	2	4	3	5	3	6/2/1967	04/06/2014	47	2	3	14	6	1	2	3	3	1	1	2
127	6	5	4	5	5	1	1	2	2	3	4	3	2	5	3	3	3	3	2	4	4	3	4	4	4	3	3	2	3	1	1	1	3	1	2	2	4	2	2	2	5	2	4	8/10/1949	04/06/2014	65	2	3	52	3	2	1	2	2	2	4	6
128	3	3	3	5	5	2	2	1	2	4	4	3	1	5	1	4	4	4	4	2	5	4	4	3	3	3	4	5	1	4	1	1	2	1	2	5	1	2	2	5	3	5	4	13/5/1966	04/06/2014	48	1	5	44	5	2	2	3	3	1	1	2
129	3	1	3	5	5	2	1	2	2	3	1	3	4	5	2	1	3	3	3	5	4	1	5	4	2	3	5	4	3	4	1	1	2	1	2	4	4	1	4	5	5	5	5	23/5/1990	04/06/2014	24	2	3	26	3	1	1	3	3	1	2	8
130	6	5	5	5	5	1	1	2	2	4	3	3	1	5	1	3	3	4	2	4	4	3	3	4	2	3	1	3	2	1	1	1	1	1	1	4	3	4	2	5	1	5	2	23/5/1966	04/06/2014	48	1	4	6	5	1	2	3	3	1	1	2
131	3	5	5	5	5	2	6	3	2	1	1	4	4	4	4	4	4	1	1	5	5	1	1	5	4	5	1	4	3	5	1	1	1	1	1	2	1	4	4	5	3	5	5	2/5/1980	04/06/2014	34	1	3	59	1	1	1	2	2	1	1	1
132	3	4	5	5	5	1	1	2	2	1	4	4	1	3	2	4	5	1	1	5	3	5	1	4	2	4	4	5	3	5	1	1	2	3	1	3	5	2	5	5	5	5	5	1/1/1985	04/06/2014	29	2	3	3	3	1	1	3	3	1	6	1
133	6	5	2	3	2	1	1	2	2	5	5	3	5	4	4	3	3	4	4	4	3	4	3	2	4	3	5	3	3	5	1	1	3	1	2	5	1	2	3	5	2	5	5	4/1/1962	04/06/2014	52	2	4	3	3	1	3	3	3	2	1	3
134	6	5	5	5	5	1	1	2	2	3	3	4	1	5	2	4	4	4	2	5	1	3	3	3	3	5	1	5	3	3	1	1	5	2	2	5	2	1	2	5	3	5	5	26/8/1960	04/06/2014	54	2	3	19	3	1	1	3	2	1	2	1
135	6	5	3	5	5	1	1	1	2	1	1	3	1	5	1	4	4	3	4	4	1	1	3	2	4	5	3	5	3	1	1	1	1	2	2	4	1	2	3	4	4	5	3	3/6/1958	04/06/2014	56	1	3	3	3	1	2	3	3	1	1	1
136	6	3	5	5	5	1	1	2	2	3	2	4	1	5	3	4	4	3	3	4	4	4	3	3	3	3	2	5	3	5	1	1	2	2	2	5	1	4	2	5	3	5	3	2/5/1960	04/06/2014	54	1	4	3	3	1	1	2	2	1	1	1
137	3	5	5	5	5	2	1	1	2	2	1	2	1	5	3	1	4	3	4	3	3	1	3	2	4	3	3	3	3	4	1	1	3	1	2	2	4	3	2	5	2	5	2	1/6/1974	04/06/2014	40	1	4	71	3	1	2	3	3	1	2	3
138	6	5	5	5	5	1	1	2	2	5	3	4	3	5	5	3	4	4	4	3	3	5	1	2	4	4	5	5	3	1	1	1	3	3	2	5	2	5	2	5	2	5	3	16/10/1980	04/06/2014	34	1	4	32	3	1	2	3	3	1	2	2
139	3	2	3	4	5	2	1	2	2	3	4	5	2	5	4	3	4	4	4	3	3	3	4	3	3	3	4	4	1	2	2	1	2	2	2	5	2	3	2	5	3	5	3	18/3/1978	04/06/2014	36	1	3	63	7	1	2	2	2	1	6	1
140	6	2	5	5	5	1	1	1	2	3	3	4	5	5	4	4	4	2	2	5	5	4	4	3	3	4	1	4	2	1	1	1	4	2	1	5	1	1	3	5	5	4	4	19/5/1964	04/06/2014	50	2	5	71	3	1	1	3	3	1	1	1
141	6	3	5	5	5	1	1	2	2	3	4	4	1	5	4	4	4	5	2	5	5	5	2	2	4	4	1	2	3	1	1	1	2	2	2	5	1	5	4	5	5	5	3	21/6/1949	04/06/2014	65	2	3	20	8	1	1	2	3	1	6	6
142	3	2	3	5	5	1	1	1	2	5	5	5	1	5	5	5	2	2	5	5	1	2	1	4	2	4	2	2	3	1	1	1	2	1	1	5	3	5	3	4	5	2	5	6/1/1946	04/06/2014	68	2	3	3	3	1	3	3	3	1	6	3
143	3	2	4	5	5	2	1	2	2	3	4	2	2	5	3	3	3	3	2	4	3	4	2	2	4	3	1	4	3	2	1	1	1	3	2	5	1	1	1	5	5	5	5	7/10/1965	04/06/2014	49	2	4	71	3	1	2	3	3	1	1	2
144	6	1	2	4	5	1	1	7	3	2	2	3	1	5	5	2	1	2	5	2	5	2	2	1	5	1	1	1	2	3	2	2	5	3	1	1	5	5	2	5	2	5	2	2/2/1946	04/06/2014	68	2	3	32	3	1	1	1	1	2	6	6
145	2	1	2	5	5	4	1	2	2	1	2	3	1	5	5	1	5	5	5	5	5	2	5	3	3	1	1	5	3	1	1	1	1	1	1	5	5	5	5	5	1	5	5	16/7/1969	04/06/2014	45	1	4	19	3	1	3	3	3	1	1	1
146	6	5	5	5	5	2	1	1	2	4	1	3	5	4	1	3	4	4	3	3	2	2	3	4	2	3	3	4	2	5	1	1	2	3	1	3	2	1	2	5	5	5	2	4/7/1943	04/06/2014	71	2	3	32	3	1	1	2	3	1	2	6
147	3	2	3	5	5	2	1	3	2	1	1	4	1	1	1	5	5	1	1	4	1	1	1	4	2	4	2	4	1	1	1	1	2	2	1	5	1	2	1	5	1	5	3	24/5/1973	04/06/2014	41	2	3	40	9	1	2	3	3	1	1	7
148	6	5	5	5	5	1	1	1	2	5	3	4	2	5	3	4	4	5	5	4	3	4	2	3	3	4	1	4	2	1	1	1	1	1	1	4	1	2	1	5	5	5	5	21/1/1963	04/06/2014	51	2	3	71	3	1	1	3	2	1	1	3
149	2	4	5	5	5	1	1	1	2	3	3	4	3	5	5	5	5	3	2	4	4	4	2	3	4	4	4	4	2	1	1	1	1	1	1	3	3	4	4	4	3	5	4	15/12/1957	04/06/2014	57	2	3	3	3	2	2	3	2	2	1	1
150	1	4	3	3	3	4	1	2	1	1	2	4	3	4	3	3	3	1	3	3	3	2	3	4	3	5	5	5	1	1	1	4	1	2	1	2	4	3	3	4	3	4	3	16/9/1994	04/06/2014	20	1	2	3	3	1	2	3	3	1	3	8
151	2	2	5	5	5	4	1	2	2	2	2	5	1	3	3	4	4	1	1	5	5	3	3	3	4	3	1	3	1	1	2	1	2	1	2	2	4	2	2	1	4	5	1	11/2/1975	04/06/2014	39	2	2	30	6	1	1	2	2	1	1	3
152	3	5	5	5	5	1	1	2	2	2	4	4	3	4	3	1	3	2	2	2	3	4	2	3	3	1	3	2	1	5	1	1	2	1	1	4	3	1	4	2	1	3	4	19/5/1948	04/06/2014	66	1	3	30	6	2	1	1	2	1	6	1
153	1	1	2	4	4	1	1	2	2	3	4	4	1	4	1	1	4	4	1	3	3	4	1	2	4	5	1	5	2	1	1	1	1	2	1	2	4	3	3	2	4	5	3	1/12/1993	04/06/2014	21	1	3	59	1	1	1	3	3	1	6	8
154	1	3	2	5	5	1	3	4	1	3	3	3	3	3	3	3	5	3	3	4	4	2	4	2	2	3	5	5	3	2	2	3	5	2	2	2	3	4	2	4	4	4	4	8/7/1993	04/06/2014	21	2	2	32	3	1	1	2	2	1	6	8
155	2	1	3	5	5	4	1	2	1	3	4	5	2	4	3	3	4	3	3	3	3	4	2	2	4	4	2	5	2	2	2	1	2	3	1	1	4	3	4	3	2	4	3	3/11/1995	04/06/2014	19	2	3	3	3	1	2	2	2	2	1	8
156	1	3	2	5	5	2	4	3	2	1	1	4	4	4	2	5	5	1	1	1	4	1	1	3	4	3	2	5	3	1	2	1	5	3	2	4	4	5	3	4	2	5	5	11/11/1987	04/06/2014	27	1	3	14	6	1	1	3	3	1	4	3
157	3	1	1	3	5	4	1	2	1	1	1	4	1	4	5	5	5	1	1	3	1	5	1	2	3	1	1	5	1	5	2	15	2	3	2	1	5	5	5	5	5	5	5	NA	04/06/2014	NA	1	5	32	3	1	1	2	2	1	6	8
158	2	1	2	5	5	1	4	5	3	2	4	2	3	5	1	4	4	3	1	3	4	4	2	3	3	1	4	5	3	5	1	1	5	3	2	4	3	4	4	5	2	5	5	24/5/1978	04/06/2014	36	1	3	48	10	1	2	3	2	2	3	3
159	6	1	5	5	5	1	1	2	2	3	2	4	1	5	1	2	3	3	1	1	1	3	1	3	3	5	1	3	3	4	1	1	5	3	2	4	2	5	3	5	2	5	3	1/3/1957	04/06/2014	57	1	3	3	3	1	1	2	3	2	6	1
160	6	5	5	5	5	1	1	5	2	1	5	5	1	5	2	1	3	1	1	1	1	3	1	3	3	1	1	3	1	3	1	2	5	3	2	5	1	3	3	5	1	5	1	8/11/1949	04/06/2014	65	1	3	39	4	1	1	3	3	1	2	2
161	6	5	3	5	5	1	1	2	2	3	3	2	1	5	4	3	4	3	2	2	2	2	2	5	1	5	5	1	3	1	1	1	1	1	1	5	2	4	2	5	3	5	3	16/9/1965	04/06/2014	49	1	3	19	3	1	2	3	2	1	2	1
162	2	2	4	4	4	4	1	4	2	3	3	4	3	5	3	4	4	4	4	5	3	2	2	2	3	3	4	4	3	5	1	1	2	1	1	3	2	3	3	4	4	3	3	12/12/1988	04/06/2014	25	2	3	3	3	1	2	3	2	1	1	3
163	3	1	2	5	5	2	1	2	2	3	3	4	2	4	1	1	1	3	1	3	1	3	3	3	3	1	1	1	3	4	1	2	1	1	1	1	3	2	3	5	2	5	1	6/6/1939	04/06/2014	75	1	3	54	2	1	1	2	2	1	1	6
164	6	5	5	5	5	1	1	2	2	2	3	4	2	5	4	4	5	3	3	3	5	3	4	3	4	3	4	5	3	1	1	1	3	2	2	2	4	2	5	3	5	4	5	27/10/1950	04/06/2014	64	1	3	3	3	1	1	3	3	1	1	6
165	3	5	5	5	5	1	1	1	2	4	4	3	3	5	3	3	5	5	4	4	3	4	5	3	3	4	4	5	2	1	1	5	3	1	1	4	2	4	2	5	4	4	4	2/11/1975	04/06/2014	39	2	3	19	3	1	2	3	3	1	1	1
166	4	5	5	5	5	1	1	2	2	5	5	3	1	5	4	5	5	5	2	5	5	3	2	3	3	4	5	5	3	2	1	1	2	2	3	5	1	1	1	5	1	5	1	7/5/1945	04/06/2014	69	1	4	3	3	1	1	2	2	1	1	6
167	5	5	5	5	5	1	1	1	2	5	5	5	1	5	2	1	1	4	3	1	5	2	1	3	3	2	3	1	3	2	1	1	5	3	2	1	2	5	2	3	5	5	4	17/4/1966	04/06/2014	48	2	4	12	2	1	1	3	3	1	1	1
168	4	2	5	5	5	1	1	2	2	5	5	5	1	5	5	5	5	4	1	5	5	5	3	3	3	4	1	5	3	1	1	1	5	1	1	1	3	3	4	5	2	5	5	21/12/1959	04/06/2014	54	2	3	3	3	1	1	2	2	1	2	3
169	5	5	5	5	5	1	1	8	2	5	4	3	2	5	3	3	4	5	5	3	2	4	4	3	2	2	4	4	2	1	1	1	1	2	1	5	1	2	3	5	5	5	5	4/10/1966	04/06/2014	48	1	5	3	3	1	2	3	3	1	2	1
170	3	1	2	2	2	2	1	1	2	5	2	3	3	5	5	2	2	3	5	3	5	2	5	3	1	1	2	2	3	5	1	1	1	1	1	4	1	4	4	4	5	5	3	11/5/2061	04/06/2014	NA	1	3	3	3	1	3	3	1	1	1	1
171	4	5	5	5	5	1	7	1	2	4	5	5	4	5	4	3	5	5	5	5	4	5	5	1	4	3	3	4	3	2	1	1	3	1	2	5	1	1	4	5	5	5	5	19/9/1952	04/06/2014	62	2	4	3	3	1	1	3	2	1	9	1
172	4	4	3	5	5	1	1	2	2	5	5	5	4	5	5	3	5	5	4	3	4	4	4	2	4	3	3	4	2	1	1	1	1	1	1	4	4	4	4	4	4	5	4	NA	04/06/2014	NA	1	4	82	1	1	1	3	2	1	6	3
173	4	1	5	5	5	1	1	1	2	4	2	4	3	4	3	2	4	3	2	4	4	3	4	3	2	2	2	3	3	1	2	1	3	1	2	5	1	4	2	4	3	5	3	25/10/1988	04/06/2014	26	2	3	65	1	1	1	3	2	2	1	1
174	2	1	4	5	5	4	1	2	2	2	1	3	4	4	1	3	4	2	1	4	3	1	3	1	3	2	1	4	3	2	2	1	5	3	2	5	3	2	4	4	3	5	5	6/10/1989	04/06/2014	25	1	3	65	1	1	2	3	3	1	6	2
175	3	3	5	5	5	1	1	1	2	5	3	3	2	5	4	3	3	4	4	5	5	3	3	3	3	3	4	3	3	1	1	1	1	2	1	5	2	2	2	5	2	5	2	3/1/1978	04/06/2014	36	1	3	55	6	1	1	3	3	1	1	4
176	5	5	5	5	5	1	1	2	2	5	2	4	3	5	2	5	5	4	2	2	3	3	3	2	3	4	1	4	3	2	1	1	4	2	1	3	2	4	2	1	2	5	5	9/1/1988	04/06/2014	26	1	4	65	1	1	1	2	2	1	6	1
177	4	4	5	5	5	2	1	2	2	3	2	4	2	4	3	3	4	4	3	3	3	3	2	3	2	3	2	4	1	2	1	1	1	2	1	3	3	4	3	5	5	5	5	11/3/1987	04/06/2014	27	1	3	75	1	1	1	3	3	1	4	1
178	3	3	4	5	5	1	1	2	2	5	1	3	4	5	3	4	4	4	1	4	4	3	3	3	3	4	1	4	3	2	1	1	2	2	2	5	1	3	1	5	5	5	5	31/1/1956	04/06/2014	58	2	3	73	8	1	1	2	2	4	6	1
179	3	3	3	5	5	2	2	2	2	1	3	3	1	5	3	3	5	1	1	5	5	1	3	4	3	4	3	4	1	2	1	2	2	2	1	4	1	5	3	5	1	5	1	7/2/1970	04/06/2014	44	2	3	3	3	1	2	3	3	1	2	2
180	2	4	4	5	5	4	3	2	3	2	2	5	3	5	3	4	4	3	3	4	5	4	5	2	4	5	5	5	1	5	2	1	5	3	2	4	2	5	2	5	4	5	3	NA	04/06/2014	NA	1	3	65	1	1	1	3	3	1	6	1
181	3	2	2	5	5	4	1	4	2	3	5	5	4	5	4	5	5	3	4	5	2	5	4	3	4	5	3	4	3	4	1	1	3	1	1	3	1	3	3	5	5	5	3	6/8/1984	04/06/2014	30	1	3	62	2	1	1	2	2	2	4	2
182	4	5	5	5	5	1	6	2	2	1	1	2	1	4	1	1	5	1	1	3	2	1	3	4	2	1	1	5	3	4	1	1	2	2	2	5	1	3	3	5	2	5	4	19/1/1978	04/06/2014	36	1	4	3	3	1	1	2	3	1	1	3
183	2	1	2	5	5	2	6	5	2	4	1	3	2	3	2	2	3	4	2	3	5	1	1	2	4	3	3	3	1	1	1	1	2	2	2	2	1	4	3	5	3	4	2	11/7/1972	04/06/2014	42	1	4	17	7	1	1	2	2	1	1	3
184	3	5	5	5	5	1	2	2	2	1	1	4	1	4	2	4	5	3	3	3	2	3	3	4	2	4	2	4	1	5	1	1	3	2	2	2	4	2	4	5	1	2	4	26/6/1985	04/06/2014	29	2	2	28	6	1	1	2	2	1	6	3
185	4	3	3	5	5	1	1	1	2	5	4	4	3	5	5	3	4	4	5	5	4	4	4	3	3	4	3	4	3	1	1	1	1	1	1	4	2	4	4	5	2	5	5	2/9/1983	04/06/2014	31	2	3	3	3	1	3	3	3	1	1	7
186	3	2	5	5	5	1	1	2	2	4	2	3	3	5	1	5	5	4	3	4	4	2	3	3	4	5	1	5	3	5	1	1	2	3	2	5	1	5	1	5	5	5	3	19/9/1963	04/06/2014	51	2	2	32	3	1	2	3	3	1	1	7
187	6	5	5	5	5	1	1	1	2	5	4	3	2	4	2	3	4	5	4	2	1	4	4	3	3	3	5	4	1	2	1	1	2	2	2	5	1	1	1	5	5	5	5	2/2/1948	04/06/2014	66	1	4	70	6	1	2	3	3	1	1	6
188	6	3	3	5	5	1	1	1	2	3	2	2	1	5	2	2	2	1	3	1	1	2	2	4	1	1	1	2	1	5	1	1	3	3	1	2	1	3	4	5	5	5	5	18/10/1952	04/06/2014	62	1	3	46	6	1	1	2	2	2	2	3
189	6	3	4	5	5	1	1	2	2	3	3	5	3	5	3	3	3	4	2	4	3	3	4	4	2	4	2	3	1	5	1	1	2	2	2	4	1	4	4	4	4	5	4	21/11/1965	04/06/2014	49	1	4	19	3	1	1	2	3	1	2	1
190	6	2	4	5	5	1	1	2	2	3	3	2	3	3	4	2	3	3	1	5	1	2	4	3	3	5	1	3	1	1	1	1	2	1	2	3	1	4	3	5	1	5	2	4/7/1965	04/06/2014	49	2	5	3	3	1	2	3	3	1	1	1
191	6	1	1	3	5	1	1	8	2	5	5	5	1	5	1	1	1	5	3	1	1	5	3	5	1	1	1	1	1	6	2	15	5	3	2	3	1	1	1	5	3	4	5	14/12/1943	04/06/2014	71	1	4	19	3	1	1	1	1	2	6	6
192	3	1	2	4	5	2	3	2	2	4	4	3	2	3	4	2	5	4	3	3	3	4	3	2	4	2	1	5	3	3	1	1	3	1	1	1	1	1	3	5	3	5	2	2/6/1971	04/06/2014	43	2	3	41	1	1	1	2	2	1	5	7
193	3	5	3	5	5	1	1	2	2	3	2	3	1	4	3	3	4	3	3	3	4	3	4	4	2	4	4	4	2	3	1	1	3	1	2	3	3	4	2	5	1	5	2	20/9/1982	04/06/2014	32	1	3	3	3	1	2	3	3	1	1	1
194	6	5	5	5	5	1	1	2	2	3	4	4	1	5	1	4	4	3	1	4	4	4	2	4	3	4	3	4	1	1	1	1	4	3	1	2	3	1	3	5	2	5	5	23/4/1953	04/06/2014	61	2	3	27	6	1	1	3	3	1	2	6
195	6	5	5	5	5	1	1	2	2	5	3	4	1	5	2	3	5	3	1	2	2	3	4	5	2	2	3	4	1	2	1	1	2	2	1	1	1	1	3	3	5	4	3	30/12/1960	04/06/2014	53	2	5	23	5	1	1	3	2	1	2	6
196	2	3	3	3	4	2	1	2	2	4	4	3	3	5	3	3	4	3	3	3	4	4	4	2	2	2	4	4	3	2	1	1	3	1	1	2	3	3	5	3	4	4	4	2/8/1988	04/06/2014	26	2	4	65	1	1	2	3	3	2	1	8
197	4	2	4	5	5	1	1	2	2	4	3	3	3	4	2	2	4	4	1	4	4	3	1	1	4	2	1	4	1	6	2	1	2	3	3	5	3	3	1	5	1	5	4	5/3/1988	04/06/2014	26	1	3	41	1	1	1	3	2	1	6	1
198	5	5	5	5	5	1	3	2	3	2	5	1	2	4	2	4	5	3	2	2	2	4	2	4	1	3	4	3	1	1	1	1	1	1	1	2	4	5	4	5	1	3	5	3/11/1964	04/06/2014	50	2	4	3	3	1	2	3	3	1	2	2
199	6	5	5	5	5	2	1	2	2	3	3	3	2	5	3	3	5	1	2	5	5	3	1	1	5	2	2	5	3	5	1	1	4	3	2	2	2	4	5	3	4	5	5	NA	04/06/2014	NA	2	4	3	3	2	1	2	3	1	9	1
200	4	5	5	5	5	1	1	2	2	3	2	3	3	5	2	1	4	4	2	4	4	2	3	2	4	1	1	3	3	1	2	1	3	2	1	5	4	2	3	5	1	5	5	21/10/1990	04/06/2014	24	2	3	19	3	1	1	3	3	1	2	2
201	4	5	5	5	5	1	1	2	2	4	4	4	4	4	4	2	3	3	4	4	4	2	2	3	3	3	2	3	2	2	2	1	5	2	1	4	2	3	3	4	5	4	4	11/12/1990	04/06/2014	23	2	5	65	1	1	2	3	3	1	1	8
202	4	5	5	5	5	1	1	2	2	1	2	5	2	5	2	3	4	1	1	1	1	2	1	4	2	2	1	4	1	6	2	1	5	3	2	5	1	4	2	4	4	3	5	28/8/1988	04/06/2014	26	2	4	19	3	1	1	2	2	1	6	3
203	1	2	2	3	5	4	4	5	2	5	4	5	4	5	3	5	5	4	4	4	3	5	4	1	1	1	4	4	1	2	1	10	4	2	2	3	3	3	3	3	3	3	3	11/6/1986	04/06/2014	28	1	3	32	3	1	1	2	3	4	6	3
204	2	5	5	5	5	2	4	2	1	4	3	5	2	5	4	2	5	5	3	4	4	3	2	3	4	2	4	5	3	5	2	1	3	1	2	3	3	4	3	3	4	5	2	21/3/1990	04/06/2014	24	1	3	19	3	1	1	2	2	1	2	3
205	4	5	5	5	5	2	1	2	2	2	3	4	2	5	2	4	5	2	2	4	3	2	3	3	4	2	3	5	1	5	2	1	3	3	1	2	3	3	4	5	3	4	3	NA	04/06/2014	NA	1	5	3	3	1	1	3	2	1	2	1
206	4	5	5	5	5	1	1	2	3	5	3	4	3	4	3	3	4	5	1	4	4	3	3	5	3	1	1	3	1	1	1	1	1	2	1	5	1	2	4	5	5	2	5	28/2/1984	04/06/2014	30	1	5	66	6	1	1	2	2	2	2	3
207	4	4	5	5	5	1	1	1	2	4	4	4	3	5	4	4	5	4	3	3	4	3	4	1	5	3	3	3	3	3	2	1	2	1	2	5	1	3	4	3	3	5	5	18/5/1990	04/06/2014	24	2	3	71	3	1	1	1	2	1	6	1
208	6	4	5	5	5	1	1	1	2	5	3	4	4	5	4	3	4	5	4	2	1	3	1	1	4	1	3	3	3	1	1	1	2	2	2	5	1	2	3	5	5	5	5	6/5/1966	04/06/2014	48	2	3	3	3	2	2	3	3	1	2	3
209	3	3	5	5	5	2	1	2	2	5	4	3	1	5	3	3	4	5	3	3	3	3	4	2	4	3	3	4	2	2	1	1	1	2	1	4	2	2	2	5	4	4	4	30/10/1940	04/06/2014	74	1	4	3	3	1	2	3	2	1	1	1
210	4	2	4	2	5	4	1	2	2	2	4	3	3	4	4	3	4	3	2	4	4	4	4	2	3	1	4	2	3	2	1	1	3	2	1	3	1	3	2	5	3	3	5	16/7/1964	04/06/2014	50	2	3	3	3	1	1	3	3	1	3	3
211	4	5	5	5	5	1	1	2	2	1	3	5	1	5	1	1	4	4	1	2	2	3	3	4	4	1	1	5	1	1	2	1	2	3	2	4	1	5	3	1	1	5	4	25/7/1940	04/06/2014	74	1	3	19	3	1	1	3	2	1	6	6
212	6	5	5	5	5	1	2	2	2	4	1	3	3	5	3	3	3	3	3	3	3	2	4	2	3	2	4	3	2	2	1	1	1	2	1	5	1	2	4	5	4	5	4	3/7/1961	04/06/2014	53	1	3	65	1	2	2	3	3	1	6	1
213	3	5	5	5	5	2	1	2	2	2	2	3	2	5	4	4	5	3	5	4	2	3	3	4	2	4	3	5	3	3	1	1	5	2	2	5	1	3	4	5	2	5	4	15/3/2014	04/06/2014	NA	2	4	3	3	1	2	3	3	1	6	7
214	3	5	5	5	5	1	1	2	2	2	3	5	1	4	5	4	5	2	1	5	5	3	1	4	2	4	2	4	3	1	2	1	4	3	2	4	3	2	3	5	2	4	3	10/8/1990	04/06/2014	24	2	3	71	3	1	1	1	1	2	6	8
215	4	5	5	5	5	1	1	2	2	4	2	4	3	5	3	3	3	4	2	3	2	2	1	2	2	2	3	3	2	5	1	1	3	2	1	3	3	1	5	5	3	5	5	1/4/1957	04/06/2014	57	2	4	3	3	1	1	2	2	1	7	2
216	4	2	5	5	5	2	1	2	2	4	4	4	3	5	2	2	4	4	2	2	3	3	2	4	4	3	3	2	2	3	2	1	5	3	2	3	3	2	3	4	4	4	2	NA	04/06/2014	NA	2	3	3	3	1	1	2	2	1	6	2
